IP_LOC,Method_LOC,Var_Init,Def_C,Def_V,Def_Null,Def_Lib,Def_User,Def_If,Def_For,Def_While,Use_V,Use_Lib,Use_User,Use_If,Use_For,Use_While,If_Con,For_Con,While_Con,Defect
23,431,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,FALSE
24,431,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,FALSE
26,431,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,FALSE
28,431,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,1,0,0,FALSE
30,431,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,1,0,0,FALSE
145,431,0,0,1,0,1,1,0,0,0,3,2,1,1,0,0,2,0,0,TRUE
49,431,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,1,0,0,FALSE
51,431,0,0,0,0,0,1,0,0,0,0,9,1,1,0,0,2,0,0,FALSE
53,431,0,0,0,0,0,1,0,0,0,0,10,1,2,0,0,3,0,0,FALSE
8,38,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,FALSE
11,61,0,0,2,0,1,0,0,0,0,1,1,0,1,0,0,2,0,0,TRUE
6,19,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,TRUE
8,19,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,TRUE
8,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
36,99,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,TRUE
36,99,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
378,871,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,1,0,0,TRUE
380,871,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,TRUE
392,871,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,2,1,0,FALSE
388,871,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,FALSE
5,115,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,TRUE
6,115,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
8,115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
188,245,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,TRUE
20,79,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,FALSE
325,79,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,FALSE
333,79,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,TRUE
1,79,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE
1,363,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,TRUE
14,363,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0,TRUE
8,363,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,FALSE
119,363,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,2,0,0,TRUE
123,363,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,2,0,0,TRUE
167,363,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,TRUE
1,268,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,TRUE
860,268,0,0,0,2,0,2,0,0,0,0,1,1,1,0,0,2,0,0,TRUE
866,268,0,0,0,2,0,2,0,0,0,0,1,1,1,0,0,2,0,0,TRUE
931,268,0,0,0,2,0,2,0,0,0,0,3,1,2,0,0,3,0,0,TRUE
13,275,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,1,0,1,TRUE
34,275,0,0,0,1,0,0,0,0,0,0,3,0,2,0,1,2,0,1,TRUE
48,275,0,0,0,1,0,0,0,0,0,0,3,2,2,0,1,2,0,1,TRUE
50,275,0,0,0,1,0,0,0,0,0,0,4,2,2,0,1,2,0,1,TRUE
29,275,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,TRUE
35,275,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,TRUE
220,1112,2,0,2,0,0,0,0,0,0,1,4,0,2,0,1,2,0,1,TRUE
1157,1112,2,1,7,0,6,0,0,20,0,55,28,7,5,14,0,29,10,0,TRUE
39,57,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,1,TRUE
13,68,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,TRUE
103,114,0,1,3,1,0,0,0,0,0,0,2,2,0,0,0,2,0,0,TRUE
16,39,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,TRUE
53,222,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,TRUE
11,329,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
15,46,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,FALSE
29,191,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,FALSE
16,206,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,FALSE
46,206,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,FALSE
17,233,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,FALSE
44,233,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,FALSE
59,233,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,FALSE
92,233,0,1,0,0,0,2,0,0,0,0,2,3,1,0,0,1,0,0,TRUE
519,363,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,TRUE
677,363,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,TRUE
826,268,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,TRUE
960,268,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,TRUE
998,268,0,0,0,2,0,2,0,0,0,0,0,4,0,0,0,0,0,0,TRUE
